1358452347 1 0 0 0
1358452411 1 0 0 1
1358452614 2 0 0 1
1358452702 3 0 0 1
1358452729 4 0 0 1
1358457284 4 1 0 1
1358457518 4 2 0 1
1358457536 5 2 0 1
1358457564 6 2 0 1
1358543041 6 3 0 1
1358543227 6 4 0 1
1358543812 6 5 0 1
1358555919 7 5 0 1
1358556864 7 6 0 1
1358557386 7 7 0 1
1358560193 8 7 0 1
1358560215 9 7 0 1
1358563851 10 7 0 1
1358567401 11 7 0 1
1358568397 11 8 0 1
1358568909 12 8 0 1
1358571657 12 9 0 1
1358573517 12 10 0 1
1358574034 13 10 0 1
1358575873 13 11 0 1
1358577698 14 11 0 1
1358577708 15 11 0 1
1358582402 16 11 0 1
1358582772 16 12 0 1
1358593179 16 13 0 1
1358623465 17 13 0 1
1358630506 17 14 0 1
1358640432 17 15 0 1
1358645065 18 15 0 1
1358645080 19 15 0 1
1358645812 19 16 0 1
1358662077 20 16 0 1
1358662091 21 16 0 1
1358705776 21 17 0 1
1358708130 21 18 0 1
1358803947 21 19 0 1
1358805653 22 19 0 1
1358805661 23 19 0 1
1358808641 23 20 0 1
1358816091 24 20 0 1
1358817646 24 21 0 1
1358819806 24 22 0 1
1358830226 24 23 0 1
1358966494 24 24 0 1
1358986717 25 24 0 1
1358993983 26 24 0 1
1358994920 27 24 0 1
1359013395 28 24 0 1
1359013710 28 25 0 1
1359015091 28 26 0 1
1359058118 29 26 0 1
1359059337 30 26 0 1
1359059706 30 27 0 1
1359059880 31 27 0 1
1359060446 32 27 0 1
1359065752 33 27 0 1
1359066675 33 28 0 1
1359069850 33 29 0 1
1359070061 33 30 0 1
1359071939 34 30 0 1
1359073239 35 30 0 1
1359074401 35 31 0 1
1359076410 35 32 0 1
1359078527 35 33 0 1
1359082630 36 33 0 1
1359084545 37 33 0 1
1359087967 38 33 0 1
1359098155 39 33 0 1
1359143988 39 34 0 1
1359407948 40 34 0 1
1359411711 40 35 0 1
1359417426 41 35 0 1
1359417573 42 35 0 1
1359418118 42 36 0 1
1359494219 43 36 0 1
1359669496 43 37 0 1
1359756149 43 38 0 1
1359762719 43 39 0 1
1360018681 43 40 0 1
1360018817 43 41 0 1
1360107125 44 41 0 1
1360107158 45 41 0 1
1360111058 45 42 0 1
1360127515 45 43 0 1
1360127936 46 43 0 1
1360127992 47 43 0 1
1360202737 47 44 0 1
1360210757 48 44 0 1
1360210770 49 44 0 1
1360214101 50 44 0 1
1361336845 51 44 0 1
1361337427 52 44 0 1
1361386042 52 45 0 1
1361386178 52 46 0 1
1361396154 53 46 0 1
1361403443 53 47 0 1
1361404977 53 48 0 1
1361490999 53 49 0 1
1361494018 53 50 0 1
1361497082 53 51 0 1
1361821953 54 51 0 1
1361821976 55 51 0 1
1361822859 55 52 0 1
1361823823 56 52 0 1
1361829741 56 53 0 1
1361836397 57 53 0 1
1361837581 57 54 0 1
1361837985 58 54 0 1
1361839513 59 54 0 1
1361842900 59 55 0 1
1361915655 60 55 0 1
1361916345 61 55 0 1
1361921352 61 56 0 1
1361921716 61 57 0 1
1361932985 62 57 0 1
1361934079 62 58 0 1
1361948036 63 58 0 1
1362002651 64 58 0 1
1362015045 64 59 0 1
1362015125 65 59 0 1
1362015136 66 59 0 1
1362022092 66 60 0 1
1362022783 66 61 0 1
1362028762 66 62 0 1
1362028894 67 62 0 1
1362028899 68 62 0 1
1362037377 69 62 0 1
1362076639 70 62 0 1
1362076749 71 62 0 1
1362078048 71 63 0 1
1362350041 71 64 0 1
1362420224 71 65 0 1
1362424188 71 66 0 1
1362429535 71 67 0 1
1362438571 71 68 0 1
1362526067 72 68 0 1
1362599983 72 69 0 1
1362622557 73 69 0 1
1362622636 74 69 0 1
1362690578 74 70 0 1
1362782094 75 70 0 1
1363034852 75 71 0 1
1363035830 76 71 0 1
1363036319 77 71 0 1
1363042034 77 72 0 1
1363045177 77 73 0 1
1363050569 77 74 0 1
1363050785 78 74 0 1
1363050801 79 74 0 1
1363206909 79 75 0 1
1363208241 80 75 0 1
1363208510 81 75 0 1
1363209093 82 75 0 1
1363209466 82 76 0 1
1363225536 82 77 0 1
1363329686 83 77 0 1
1363330255 83 78 0 1
1363330353 83 79 0 1
1363332766 83 80 0 1
1363382414 83 81 0 1
1363382518 84 81 0 1
1363382532 85 81 0 1
1363387289 85 82 0 1
1363389640 86 82 0 1
1363733928 86 83 0 1
1363737659 86 84 0 1
1363740017 86 85 0 1
1363740884 87 85 0 1
1363740905 88 85 0 1
1363741358 89 85 0 1
1363741893 89 86 0 1
1363750806 90 86 0 1
1363750824 91 86 0 1
1363756791 91 87 0 1
1363766182 91 88 0 1
1363767907 92 88 0 1
1363767917 93 88 0 1
1363808909 93 89 0 1
1363808971 94 89 0 1
1363809005 95 89 0 1
1363810289 96 89 0 1
1363810590 97 89 0 1
1363811328 98 89 0 1
1363812107 99 89 0 1
1363812584 100 89 0 1
1363814319 101 89 0 1
1363816073 101 90 0 1
1363816094 101 91 0 1
1363816901 101 92 0 1
1363840318 101 93 0 1
1363849046 101 94 0 1
1363850002 101 95 0 1
1363850702 102 95 0 1
1363850733 103 95 0 1
1363851147 103 96 0 1
1363851224 103 97 0 1
1363851533 104 97 0 1
1363853558 104 98 0 1
1363895341 105 98 0 1
1363895709 106 98 0 1
1363895812 106 99 0 1
1363898201 107 99 0 1
1363899187 108 99 0 1
1363900164 108 100 0 1
1363994645 108 101 0 1
1364018059 108 102 0 1
1364021320 108 103 0 1
1364022135 108 104 0 1
1364022630 109 104 0 1
1364022997 110 104 0 1
1364028674 111 104 0 1
1364134101 111 105 0 1
1364134393 111 106 0 1
1364134571 111 107 0 1
1364135296 111 108 0 1
1364136141 111 109 0 1
1364136990 111 110 0 1
1364137530 111 111 0 1
1364141871 111 112 0 1
1364144636 111 113 0 1
1364146490 112 113 0 1
1364146857 113 113 0 1
1364148044 114 113 0 1
1364150202 114 114 0 1
1364150361 114 115 0 1
1364151293 114 116 0 1
1364154723 115 116 0 1
1364154746 116 116 0 1
1364179153 116 117 0 1
1364256149 116 118 0 1
1364256742 117 118 0 1
1364256803 118 118 0 1
1364258614 118 119 0 1
1364360331 119 119 0 1
1364360345 120 119 0 1
1364363783 121 119 0 1
1364364085 122 119 0 1
1364366451 122 119 1 1
1364378582 123 119 1 1
1364400387 123 120 1 1
1364400835 124 120 1 1
1364400843 125 120 1 1
1364402533 125 121 1 1
1364402753 126 121 1 1
1364402759 127 121 1 1
1364403048 127 122 1 1
1364403687 128 122 1 1
1364403977 128 123 1 1
1364404469 128 124 1 1
1364408231 129 124 1 1
1364409567 130 124 1 1
1364410243 130 125 1 1
1364410522 130 126 1 1
1364412470 131 126 1 1
1364412482 132 126 1 1
1364413289 132 127 1 1
1364786535 132 127 2 1
1364793578 132 127 3 1
