1358452347 284645 0 0 0
1358452411 284645 0 0 2
1358452614 284645 0 0 2
1358452702 284645 0 0 2
1358452729 284645 0 0 2
1358457284 284645 98 0 2
1358457518 284645 98 0 2
1358457536 284687 98 0 2
1358457564 284687 98 0 2
1358543041 284687 110 0 2
1358543227 284687 110 0 2
1358543812 284687 135 0 2
1358555919 284721 135 0 2
1358556864 284721 159 0 2
1358557386 284721 186 0 2
1358560193 284741 186 0 2
1358560215 284741 186 0 2
1358563851 284752 186 0 2
1358567401 284784 186 0 2
1358568397 284784 317 0 2
1358568909 284788 317 0 2
1358571657 284788 362 0 2
1358573517 284788 370 0 2
1358574034 284824 370 0 2
1358575873 284824 391 0 2
1358577698 284867 391 0 2
1358577708 284867 391 0 2
1358582402 284884 391 0 2
1358582772 284884 451 0 2
1358593179 284884 526 0 2
1358623465 284891 526 0 2
1358630506 284891 652 0 2
1358640432 284891 746 0 2
1358645065 285110 746 0 2
1358645080 285110 746 0 2
1358645812 285110 864 0 2
1358662077 285505 864 0 2
1358662091 285505 864 0 2
1358705776 285505 950 0 2
1358708130 285505 950 0 2
1358803947 285505 1315 0 2
1358805653 285866 1315 0 2
1358805661 285866 1315 0 2
1358808641 285866 1642 0 2
1358816091 286260 1642 0 2
1358817646 286260 1743 0 2
1358819806 286260 1955 0 2
1358830226 286260 2001 0 2
1358966494 286260 2028 0 2
1358986717 286511 2028 0 2
1358993983 286517 2028 0 2
1358994920 286617 2028 0 2
1359013395 286622 2028 0 2
1359013710 286622 2127 0 2
1359015091 286622 2129 0 2
1359058118 286927 2129 0 2
1359059337 286929 2129 0 2
1359059706 286929 2140 0 2
1359059880 286930 2140 0 2
1359060446 286941 2140 0 2
1359065752 287026 2140 0 2
1359066675 287026 2171 0 2
1359069850 287026 2179 0 2
1359070061 287026 2180 0 2
1359071939 287031 2180 0 2
1359073239 287037 2180 0 2
1359074401 287037 2205 0 2
1359076410 287037 2243 0 2
1359078527 287037 2257 0 2
1359082630 287078 2257 0 2
1359084545 287165 2257 0 2
1359087967 287173 2257 0 2
1359098155 287173 2257 0 2
1359143988 287173 2268 0 2
1359407948 287508 2268 0 2
1359411711 287508 2506 0 2
1359417426 287540 2506 0 2
1359417573 287540 2506 0 2
1359418118 287540 2547 0 2
1359494219 287701 2547 0 2
1359669496 287701 2894 0 2
1359756149 287701 2957 0 2
1359762719 287701 2992 0 2
1360018681 287701 3243 0 2
